In-app Purchases,Languages,Size,Original Release Date,Current Version Release Date,game_id
"1.99, 1.99, 1.99, 1.99, 1.99",EN,339322880.0,14/11/2013,12/06/2019,efa17720-abe1-4e59-a8b6-b5601985d338
"2.99, 1.99, 5.99, 3.99, 9.99, 22.99","ZH, EN, FR, DE, IT, JA, KO, RU, ES",101601280.0,14/09/2014,23/05/2018,b93fdc36-6c5d-4399-abaa-a326240e2b64
"0.99, 1.99, 2.99, 3.99, 4.99, 0.99, 1.99, 2.99, 3.99, 4.99",EN,115245056.0,28/09/2016,28/09/2016,78e55726-4068-4d35-9574-a8d7f211caac
,"EN, ZH",15503360.0,10/01/2017,10/01/2017,d81174e8-f896-4530-9956-0063ee3147fb
,EN,2390016.0,12/12/2016,4/01/2017,7d2a38c9-45b5-40a7-a628-4994c0a81b86
,EN,62349312.0,31/10/2014,24/07/2015,22db7160-c8d7-453c-957f-b6a8b9be28cc
,EN,53978112.0,26/02/2016,26/02/2016,c12c6626-a344-4f73-8df8-964be891a1f6
,"EN, ZH, ZH",13284352.0,24/10/2018,24/10/2018,a32cc575-8c37-4b95-9dc5-abd397aba9fe
,"DA, NL, EN, FI, FR, DE, IT, JA, KO, NB, PL, PT, RU, ZH, ES, SV, ZH",15654912.0,14/12/2011,31/05/2017,cf9eb39c-6413-4955-b163-35df27d59646
,EN,177813504.0,9/04/2019,9/04/2019,9282df6c-bc1a-4406-adb2-dacc6856ec49
4.99,EN,37710848.0,24/08/2017,17/04/2019,26afa28c-e02c-47c8-96dc-e5f918996b45
,EN,195382272.0,8/12/2018,1/04/2019,d0f9c597-e7b0-4206-b7e3-8108571385ab
"3.99, 0.99, 1.99, 7.99, 15.99",EN,22298624.0,15/09/2012,22/11/2013,f8759215-2226-4814-bdc9-c27b5a8a2fe4
,"CS, NL, EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, SV, ZH, TR",25432064.0,4/02/2016,4/02/2016,1f84e3d9-bf78-4675-8eb7-309858ecc39a
,"EN, ES",14746624.0,11/04/2019,26/05/2019,42049abc-8c40-4a82-8dcd-0ef3d33483ea
"0.99, 0.99",EN,27549696.0,10/11/2015,10/11/2015,dcca6fe4-f0ba-4db0-aa8b-e8c937276287
,"CS, NL, EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, SV, ZH, TR",27660288.0,19/03/2017,19/03/2017,63fb8779-ab22-4a73-a314-aea8f55463d1
"1.99, 1.99, 1.99",EN,90954752.0,18/10/2012,3/03/2019,a0406e70-ba69-480a-b028-85280a9e17a0
"99.99, 4.99, 9.99, 19.99, 49.99","AR, BN, BG, CA, HR, CS, DA, NL, EN, FI, FR, DE, EL, GU, HE, HI, HU, ID, IT, JA, KN, KO, LV, MS, ML, MR, NB, FA, PL, PT, PA, RO, RU, ZH, SK, SL, ES, SV, TA, TE, TH, ZH, TR, UK, VI",194698240.0,8/06/2015,6/09/2018,516f8456-0418-4287-be8b-87ec9dc5dc37
"4.99, 9.99, 9.99, 9.99, 49.99, 4.99, 19.99, 99.99, 9.99, 19.99",EN,202474496.0,22/04/2018,4/02/2019,7e34f157-742e-41f4-9a4c-f6c77b6aee7d
,EN,524026880.0,2/11/2018,12/11/2018,575bfc8c-4c57-4cfc-9abd-fc6e28334e21
,EN,26068992.0,23/02/2011,11/12/2018,4a591952-5e10-4f55-a3ca-24d030881291
1.99,EN,84963328.0,11/09/2017,4/12/2017,dc1927f7-a33e-4bc1-8d8e-9016630af6fe
0.99,EN,115349504.0,8/01/2018,8/01/2018,c35bf6f1-60b2-424e-973e-00da70b67269
0.99,EN,72944640.0,26/02/2017,17/03/2017,c47f8a97-0625-4727-9105-ac5f7c72c331
,"EN, FR, DE, IT, PT, ES",26327040.0,30/06/2012,2/12/2016,f2e49104-e81e-4dde-b7a0-eca692605ba9
"0.99, 10.99, 31.99, 99.99, 10.99, 0.99, 1.99, 1.99, 3.99, 1.99","EN, FR, DE, PT, RU, ES, UK",86199296.0,15/06/2017,15/06/2017,676169bc-c726-4b78-966c-0371eabc5574
,EN,149139456.0,19/12/2017,19/12/2017,3136b85e-7dd9-4b7b-91ac-e4d21c3f63cf
,EN,15172608.0,23/04/2017,30/05/2017,6578bc1f-fa0f-40a8-902a-a0d20543d529
"29.99, 0.99, 9.99, 2.99, 6.99, 14.99","EN, ZH",118681600.0,12/08/2014,7/05/2016,734b1bfb-839a-451f-b3dc-4519fc8d9a3f
0.99,EN,28286976.0,15/12/2013,14/09/2014,34ea09c5-ac51-458f-b940-78c21592fc10
,EN,105790464.0,3/08/2019,3/08/2019,54cfe3ec-88ab-4ce7-8ebf-1c1c65d939e5
2.99,EN,14828544.0,18/05/2017,18/05/2017,e1efbefb-a216-4e5d-bf95-dc2436d98504
,EN,83022848.0,6/12/2016,10/04/2019,ca17ff40-2ad2-4aaa-983c-d4da8c51c927
"2.99, 1.99, 0.99, 4.99, 13.99","EN, FR",170125312.0,18/10/2017,26/01/2019,954b7d81-9c2e-48ec-9ef8-deb41d430cec
"3.99, 0.99, 1.99, 0.99, 1.99, 1.99, 2.99","EN, FR, DE, IT, PL, ES",542453760.0,11/06/2015,18/11/2015,cb880ef1-0dcf-453f-b605-79ff3d15adde
"0.99, 5.99, 1.99, 2.99","EN, JA, ZH, ZH",19490740.0,26/08/2010,3/12/2011,9d55035f-c66f-42cf-993f-6fa415033da5
,EN,136820736.0,31/03/2019,31/03/2019,a4e5b955-3dff-4d08-b36a-f5ec60c56a93
,EN,19581952.0,30/10/2015,19/08/2016,284593ba-7031-4d21-a5fd-b487ca05454c
,"EN, ZH",15346688.0,11/02/2016,16/03/2016,d437dd4a-e3ad-4e70-905e-d944412b4deb
"16.99, 0.99, 8.99, 4.99",EN,46008320.0,4/01/2018,31/05/2018,490c7caf-a6cf-4c56-bd36-bef388f8f3d2
"0.99, 0.99, 4.99, 1.99, 4.99, 4.99, 0.99, 4.99, 4.99, 9.99","EN, FI, FR, DE, IT, JA, KO, PT, RU, ZH, ES, ZH, TR",115317760.0,10/10/2018,27/06/2019,007b0877-49c5-42c9-8ffe-80ebd0ecbae0
,EN,24339456.0,1/02/2018,1/02/2018,d48f7d45-d405-42f6-96c0-ff7d40f47dcd
,EN,102590464.0,11/01/2011,13/02/2018,761c8924-56fc-47a8-bf32-2b0571d584c1
,EN,51339264.0,27/07/2018,27/07/2018,35584185-47e4-48ba-a75c-ce359c264d4d
"0.99, 1.99","EN, ZH",20719616.0,30/05/2015,21/02/2017,d7c49586-0931-4f8b-b0e8-b83f0068e45e
,"EN, FR, DE, JA, KO, PL, PT, RU, ZH, ES, ZH",469365760.0,26/04/2019,7/06/2019,0b9b8569-56d9-4dd2-8860-c278ff95f5bb
,"EN, RU",25182208.0,16/06/2015,21/05/2019,3be391e7-dedc-4c24-a58e-cc8c582deb78
,EN,10640384.0,21/07/2011,30/10/2017,f08adc4c-2e9e-4e7a-9683-0e0697cbbfb3
"9.99, 4.99, 4.99, 29.99",EN,19053568.0,16/03/2016,16/03/2016,5741725b-c66c-4615-bcf9-1fee99031369
,EN,14394368.0,18/06/2019,2/08/2019,10c20de9-8859-40aa-908e-5b41798869f3
,EN,122002432.0,7/04/2017,22/07/2019,38354cc8-3657-4930-b40e-bbcdea5c7672
,EN,22049792.0,6/06/2014,28/12/2018,633222cc-7845-4bcb-91a8-4c42815e0af7
"2.99, 0.99, 4.99, 0.99, 1.99, 2.99, 3.99, 1.99, 1.99, 1.99",EN,116886528.0,15/07/2016,5/08/2016,0b7c167a-b34b-45e6-b598-6b0af4f4ccbc
2.99,EN,14831616.0,19/09/2015,19/09/2015,b628e669-f04e-48a9-ac51-624b7c1945eb
"1.99, 3.99, 1.99, 7.99, 3.99, 15.99, 4.99, 7.99, 14.99, 0.99","NL, EN, FR, DE, IT, PL, PT, ES",450664448.0,29/11/2016,8/06/2017,28c63737-be80-47b1-ab5e-7a464a961792
,EN,101391360.0,9/11/2018,16/11/2018,93232faa-d41a-4b2a-a481-3b6c7f2cd978
"0.99, 1.99, 4.99, 1.99, 9.99, 39.99, 19.99","EN, PT",44368070.0,12/04/2013,1/05/2013,11cb5890-8e4c-4b3a-910c-19b773164179
0.99,"EN, FR, DE, HU, IT, PL, RU, ES, SV, TH",42696704.0,14/07/2012,10/04/2018,045f3786-92d9-4566-adb4-c0bf879f85cd
"5.99, 1.99, 4.99, 0.99, 9.99",EN,139075584.0,3/04/2013,20/10/2013,99abe982-9216-4a1d-b32b-b3fc75b0c747
,EN,58452992.0,11/12/2015,25/03/2016,2f19df5a-9404-4c55-b074-49027286afc6
"0.99, 1.99, 4.99, 9.99, 19.99, 0.99",EN,45236224.0,14/12/2015,29/12/2015,bd78d806-b646-47ef-a8df-e67c60eeadaa
,EN,209208320.0,4/03/2018,3/04/2018,f8f6638c-f56f-4e04-a416-bcda2da32bd6
,EN,23135232.0,11/09/2017,11/09/2017,658bf796-68a4-463e-a5a6-44279fef0077
,EN,133863424.0,23/10/2016,28/02/2017,b85174db-ab3b-4430-9582-557e4a2b1de1
,EN,116195328.0,21/04/2017,21/04/2017,ff640546-f2ee-40c5-bd3e-af36889addb8
,EN,22986752.0,29/03/2015,6/06/2015,482a681f-64a4-4261-b08d-e1e2804e9227
,EN,13349888.0,6/03/2019,15/03/2019,eff69c33-3516-4190-b9b6-8c6e81292f3b
,EN,26024960.0,28/07/2018,28/07/2018,ad0693f4-1858-4310-a8c4-cc700cac3028
"6.99, 3.99, 14.99, 4.99, 4.99, 6.99, 4.99, 2.99, 2.99, 4.99","EN, JA, KO, RU, ZH, ZH",800476160.0,13/09/2017,13/03/2019,4aa47caf-a8cd-4b96-8b61-7d16565bbb2e
,EN,47139840.0,5/02/2011,12/12/2017,9c640a10-bd5e-4aae-9a2a-efd12818147e
"4.99, 0.99, 9.99, 99.99, 19.99, 24.99, 49.99, 14.99, 39.99, 64.99","AR, NL, EN, FR, DE, ID, IT, JA, KO, NB, PL, PT, RO, RU, ZH, ES, TH, ZH, TR, UK",166952960.0,26/10/2017,24/10/2018,6c9b3194-2cbb-4673-a0a8-d10c8f6e8df5
"4.99, 0.99, 1.99, 4.99, 0.99, 1.99",EN,56778752.0,28/08/2014,29/01/2019,26e2679b-57b9-4358-b02a-a6022cd2bf33
1.99,EN,23005184.0,5/08/2018,5/08/2018,f883f54f-983d-4a64-9741-0a8fa852b49f
,EN,69394432.0,2/08/2018,10/08/2018,a37e023a-e820-421f-a9ea-11d9eb92402c
"5.99, 3.99, 1.99, 2.99, 0.99","EN, FR, DE, IT, JA, KO, PT, RU, ZH, ES, ZH",207343616.0,14/12/2014,14/12/2014,2a788e4d-7f59-4ae3-a10c-c9a18535105b
,EN,51712000.0,2/04/2015,2/04/2015,eab70f4f-0e8d-42b4-83ef-d1d78f59d77e
"0.99, 0.99, 0.99, 99.99, 4.99, 0.99, 0.99, 49.99, 4.99, 0.99","EN, FR, DE, IT, PT, RU, ES",175038464.0,3/01/2018,5/06/2018,e886f9d8-7e98-4245-a48b-20a9d2b41f3c
"0.99, 4.99, 19.99, 49.99",EN,52155392.0,13/07/2015,27/06/2016,d49ccdaa-57b9-41e0-b229-734236f918d2
"1.99, 4.99, 9.99, 9.99, 2.99, 29.99, 29.99, 29.99, 4.99, 99.99","EN, FR, DE, ID, IT, JA, KO, PT, RU, ZH, ES, TH, ZH, TR, VI",102426624.0,21/04/2018,11/03/2019,55176795-21b9-49f3-a1c6-d301d6c469d6
,"EN, FR, JA, KO, RU, ZH, ZH, VI",11762688.0,25/03/2016,25/03/2016,8fddcfa1-6ead-4258-ab49-68fa87175673
,"CS, NL, EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, SV, ZH, TR",32604160.0,18/10/2016,18/10/2016,96380a07-5108-4f9a-88ac-02447646ed5a
,"CA, CS, DA, NL, EN, FI, FR, DE, HE, IT, JA, KO, NB, PL, PT, RU, ZH, SK, ES, SV, ZH",43247616.0,10/12/2012,16/02/2019,da72aa4e-a35e-4281-a747-348cd8fcdae9
"0.99, 1.99, 4.99",EN,57257984.0,20/03/2015,20/03/2015,d0e718b7-e24d-4b5a-813c-eb1ca26d2ed8
"9.99, 4.99, 19.99, 1.99, 4.99, 4.99, 49.99, 4.99, 4.99, 4.99","AR, EN, FR, DE, JA, KO, PT, RU, ZH, ES, ZH, TR, UK",482754560.0,24/07/2014,8/10/2015,80707904-fbd6-4ebb-800b-c9282ae1aedc
,EN,8440832.0,22/11/2012,23/05/2016,a2756269-59fd-47c3-9f25-053c17fa8b7e
,EN,24808448.0,23/05/2017,31/05/2017,0df5bad2-34ae-42b2-a423-02454a79c2e2
,EN,3643392.0,28/08/2008,5/05/2019,61e31b66-1cce-40b6-8d3f-7f57906309cd
2.99,"NL, EN, FR, DE, IT, KO, PT, RU, ES",71598080.0,18/11/2013,6/12/2013,f6554f13-b2e7-4f7e-a84a-fee5c7a3a47c
,EN,65731584.0,22/07/2016,25/07/2016,6b7cf8c6-cb35-429c-8c38-56dd722506d3
"0.99, 0.99",EN,45342720.0,5/05/2011,17/09/2016,232f4409-fab9-41a0-90cc-78b98a4dafd1
"0.99, 1.99, 2.99","AR, EN",16191488.0,18/07/2015,6/12/2017,899147b1-9052-4640-a029-d8cc0d3ebd36
,EN,102861824.0,25/05/2016,25/05/2016,f3dbe201-e310-49a3-a8fe-f6157a694476
,EN,68615168.0,30/07/2019,30/07/2019,956cbb9f-d5f7-4f27-b6e9-2bace42e60d7
,EN,87687168.0,2/09/2014,14/03/2015,3b229343-c024-415d-8673-10c75f9e478f
0.99,EN,42192896.0,14/06/2016,14/06/2016,545fbe5b-6e2c-4103-a03d-66a2c6c3c013
,EN,25654272.0,13/09/2017,13/09/2017,98cf74ef-bc22-4211-88c9-b8e5339aa061
,"CS, NL, EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, SV, ZH, TR",26470400.0,7/02/2014,6/02/2017,84818861-b16f-487f-9e38-1b1b9c54eb06
0.99,EN,1375202.0,4/03/2011,24/05/2012,177faf16-8b9c-4afa-913a-585cd713a4b9
,EN,20512768.0,31/03/2014,9/04/2017,278e8251-1bf1-44a4-9142-e7e749c16bde
,EN,29483008.0,6/05/2016,12/04/2019,6a21a501-767d-4741-b32f-638bec5a6573
,EN,45967360.0,11/03/2019,11/03/2019,bf7ebcaf-bf45-4231-b617-cb3e76f8ee82
,EN,164337664.0,25/11/2017,9/12/2017,b699ad28-d657-4eb6-b206-0ab71d2ab4a4
2.99,EN,36229120.0,11/05/2014,11/05/2014,b1ba849d-0801-4046-a2b6-7878af4c8605
"1.99, 4.99, 4.99, 4.99, 9.99, 4.99, 19.99, 4.99, 6.99, 4.99",EN,318287872.0,23/04/2018,30/05/2019,5b6c047b-564e-4c44-814e-a52023b015e8
"1.99, 1.99, 7.99, 5.99, 3.99, 9.99",EN,102265856.0,25/06/2016,29/04/2018,7c8f6897-e015-419e-bfad-0aae969b496b
,EN,2052096.0,3/01/2011,17/11/2013,122c34b7-b0fe-4254-a267-c9ad0b2a37b7
0.99,EN,199868416.0,24/07/2015,24/07/2015,34c55782-1982-4a82-bdf0-767be1c9cffd
"1.99, 0.99",EN,60291072.0,18/12/2015,5/04/2016,a6812afd-bd0a-47cd-8291-b602630eacb1
1.99,EN,35442688.0,8/09/2018,8/09/2018,a4d62f34-bd7c-4f09-b2cb-766bebec6737
,EN,15187968.0,30/03/2014,30/04/2018,420856a7-3cae-44c9-93cb-6abfe0a20a1e
"1.99, 4.99, 9.99, 14.99, 0.99, 0.99, 0.99, 1.99, 1.99, 1.99",EN,128868352.0,1/08/2015,1/08/2015,24d54fee-4ed2-4cd9-bd48-a22dc30d3798
"2.99, 2.99",EN,26284032.0,3/09/2015,3/09/2015,8d0b0e51-3e6f-4954-9432-bb3bf385b675
"1.99, 2.99, 3.99, 4.99, 5.99, 6.99, 9.99",EN,504298496.0,9/01/2019,17/05/2019,cc9a647c-fd48-454d-871c-512c453e9e29
,EN,79325184.0,7/09/2016,7/09/2016,d1415671-83bf-4878-88bc-ccad50b4c7b2
,EN,78302208.0,12/04/2010,28/06/2018,8c920830-28e9-49e4-9a25-808a23d854b0
,EN,159997952.0,8/02/2017,8/02/2017,59fdcc2e-ef07-40c9-8ed0-47a8bc3f716a
,"ZH, CS, DA, NL, EN, FI, FR, DE, EL, HU, ID, IT, JA, KO, NO, NB, PL, PT, RO, RU, ZH, SK, ES, SV, TH, ZH, TR, VI",88664064.0,16/07/2015,5/08/2016,19a2d6a7-62ee-493e-b4f8-8b0710a1d801
0.99,EN,188845056.0,25/09/2017,10/04/2019,78fe4c43-a562-4c72-b0a4-0db540bb09c8
"1.99, 1.99, 1.99, 1.99, 1.99, 1.99, 1.99",EN,386252800.0,4/04/2015,8/06/2019,c61136e3-db4c-4475-ab75-f9a2a20b005b
"4.99, 0.99, 4.99, 0.99, 4.99, 9.99, 4.99, 9.99, 19.99, 49.99","EN, FR, DE, RU, ZH, ES, ZH",232854528.0,21/12/2018,21/12/2018,1c0ac3b2-a481-4194-8605-eab0a2e3d7f8
,EN,23000064.0,29/12/2017,29/12/2017,24a08198-a286-4530-8096-a7f0fdb15b26
"2.99, 4.99, 2.99, 7.99, 10.99",EN,14721024.0,4/07/2015,4/07/2015,a60a3636-047d-4d8d-b9d3-3b6c725d10f0
,EN,58287104.0,19/11/2015,29/01/2019,67d09f3b-ad8d-457e-95e9-510daff7ec08
,EN,191243264.0,28/03/2019,22/06/2019,dfeebe4c-97a1-42be-acd6-158996f5e6c5
,EN,2818386.0,3/05/2009,3/05/2009,7342422d-fc84-48bb-9b02-4857b5c3e5b1
,"EN, ZH, ZH",39552000.0,17/07/2017,17/07/2017,0669ae7f-95bb-4037-a530-80fb33cd7f80
,EN,823296.0,13/08/2014,13/08/2014,7dd5ccaf-31b8-4a56-92a9-9482631bc0a7
,EN,128192512.0,3/09/2018,3/09/2018,7d2c1627-7135-415f-9397-f467ceb64564
1.99,EN,64749568.0,18/01/2018,12/02/2018,983d67ef-f5f0-467a-b678-2af745a93077
,EN,21117952.0,28/10/2018,30/10/2018,d8391c43-8983-4d47-a537-ffa3533bc391
"1.99, 0.99, 2.99, 8.99, 6.99, 15.99, 20.99, 9.99, 4.99, 34.99",EN,103185408.0,11/11/2014,21/06/2016,fcbd802d-b8ac-4a76-a101-7a6596f73342
,EN,23592960.0,17/07/2013,9/06/2017,99f7531d-dd34-4304-8146-d38ee6d916f2
4.99,"EN, RU",30115840.0,22/06/2015,3/11/2015,bb58a3fa-a2c8-4459-8fdd-a17564401ff6
,EN,34273280.0,22/03/2016,17/06/2019,01befa2f-449a-4c18-add2-a871164cd27c
"1.99, 1.99, 4.99, 4.99, 9.99, 9.99, 1.99, 19.99, 49.99",EN,55599104.0,5/08/2015,5/08/2015,3fa8d20c-7472-467b-9ff3-93f21651096b
,,135725056.0,22/09/2018,13/11/2018,fad3aad4-f597-4f0d-98c1-6763a422508f
"0.99, 0.99, 0.99, 0.99, 0.99, 0.99",EN,15391744.0,13/03/2014,17/02/2016,733c72e2-e91d-4fdf-ad6b-4781d586abe0
,EN,84943872.0,6/02/2019,6/02/2019,ffc72c23-4f24-423e-b13a-b65da2225ee8
"99.99, 9.99, 19.99, 4.99, 29.99, 49.99",EN,161569792.0,16/09/2016,7/12/2017,943d8240-d7c9-4f86-a6c0-ea2a31157741
,EN,17329152.0,17/05/2017,19/05/2017,0f86e727-e7fe-4243-b57b-b3b298df963d
,EN,35888128.0,26/06/2015,5/07/2016,c0c27e6b-2b6e-4496-9ec2-49577aca1f2b
,EN,32232448.0,15/07/2016,1/01/2018,0b7799a0-ea16-443d-b15e-51de7625a0b1
"0.99, 3.99, 12.99, 6.99","EN, DE",171356160.0,28/04/2012,25/02/2015,c204b9d6-30e5-4170-a893-6b6196d7cd35
0.99,EN,52178944.0,1/05/2012,2/02/2015,e5944a26-c0b9-46bb-933a-3b204d0d183e
0.99,EN,54465536.0,20/10/2018,19/03/2019,cc18d895-19b9-4cdc-80f5-27e12d5bdd09
,EN,178824192.0,5/12/2016,5/12/2016,e9d6b778-d825-4468-b51e-5099ae8768f9
"19.99, 4.99, 1.99",,11464704.0,21/01/2014,10/11/2014,bb815cf4-b8e2-4e43-8ff6-0b3135935d06
,EN,22457344.0,6/07/2016,5/02/2019,5b5470ca-2a77-4bf1-ac7c-948084b2ff31
0.99,EN,121865216.0,16/04/2013,3/05/2017,c3f100ad-ee41-405c-8ed1-2bae752df73b
,EN,137838592.0,31/01/2015,23/12/2016,fc71636b-fc4f-4a7b-a2ca-ad2d9790c934
"0.99, 4.99, 9.99, 19.99, 49.99","CA, CS, DA, NL, EN, FI, FR, DE, EL, HE, HU, IT, JA, KO, NB, PL, PT, RO, RU, ZH, SK, ES, SV, ZH, TR",118722560.0,6/04/2016,24/09/2017,2136df6d-53d9-4378-9caa-0ce6e7b25f13
,EN,10225670.0,29/08/2012,29/08/2012,e4775611-fb42-4139-902f-1d62cdc4b8b0
,EN,7405568.0,26/04/2014,17/10/2014,b7d4f5f9-91bb-4b2e-99e4-1434ddfd7a8f
"1.99, 8.99, 0.99, 3.99, 14.99, 1.99, 3.99, 0.99",ZH,25272320.0,6/07/2016,8/10/2016,7348e9f9-0439-4d35-85d0-b5f49bec24d7
0.99,EN,66951168.0,22/04/2016,22/04/2016,753f1ca8-53f5-4927-b3a0-43ccd70bfbf9
,EN,41260032.0,20/11/2014,24/03/2016,44920c26-721c-4359-bad6-f83d0885ec49
"7.99, 1.99, 2.99, 2.99, 2.99, 2.99, 3.99","EN, FR, DE, IT, PL, PT, RU, ZH, ES, ZH",24915968.0,30/11/2011,12/05/2016,5f7566a0-8651-4be8-b146-d9f0a52f442b
"0.99, 0.99, 3.99, 5.99",EN,102891520.0,14/03/2017,19/07/2019,6a047f4d-950e-468d-bc3e-cf3966a42ce7
"5.99, 0.99, 1.99, 3.99, 9.99, 23.99, 17.99, 7.99, 1.99, 5.99",EN,94669824.0,18/02/2015,8/10/2018,a41932e6-9d87-40e5-baf8-e7bdcb98f7e9
,EN,70994944.0,1/11/2018,1/11/2018,59910582-dbb7-4922-8c90-dfae90d4d470
3.99,EN,22569984.0,3/12/2015,20/04/2017,2b0681a3-fc3a-4608-9a5b-31ef4b750532
2.99,EN,38879232.0,13/06/2015,13/06/2015,92716fea-b0a5-4142-9615-9fea732b0cef
,"EN, FR, DE, IT, ES, TR",21175296.0,22/02/2013,29/02/2016,918c23e4-925d-4e06-a37b-10ef3d73415d
"3.99, 9.99, 0.99",EN,155698176.0,27/01/2019,19/02/2019,969f0966-f898-4772-b94a-a5d9875bd731
0.99,EN,90816512.0,29/01/2015,8/07/2015,211d0330-9449-4398-8126-154f46e5bc7b
0.99,EN,104558592.0,15/02/2015,15/02/2015,859e2ad6-eeda-4341-a020-88bc61177c97
"0.99, 4.99, 9.99, 19.99, 29.99, 49.99, 99.99, 1.99, 3.99, 5.99",EN,529083392.0,2/10/2017,2/10/2017,694c14de-5911-428f-b98a-9e9a34c5f056
"0.99, 4.99, 9.99, 19.99",EN,169059328.0,27/09/2016,2/12/2017,2d9770b0-4be2-4ba0-b6a5-986a97dee2d9
"1.99, 4.99, 4.99, 19.99, 49.99, 9.99, 19.99","CS, NL, EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, SV, ZH, TR",38270976.0,13/12/2016,19/04/2017,d4ef6084-0182-4e62-83ed-a3c036993af6
,"EN, JA",26943488.0,15/03/2016,26/04/2017,0e74c1a8-5728-4c89-a947-df4fe321f9ad
"7.99, 14.99, 8.99, 14.99, 15.99, 1.99, 7.99, 30.99, 6.99, 74.99",EN,151568384.0,27/09/2017,16/07/2018,55a9211e-db00-44c2-801d-7551d5a39602
,EN,14183424.0,29/12/2018,29/12/2018,57bd6210-5cc4-4454-81c4-c8e6d73774c0
"1.99, 1.99, 1.99, 1.99, 1.99, 1.99, 1.99",EN,237217792.0,17/01/2013,9/06/2019,7c7ea3a5-a8d9-4c75-84fc-80ab68325484
,EN,32457728.0,2/05/2015,1/08/2017,8b76d99f-162e-40b5-b4fc-efb46373c302
,EN,32532480.0,4/10/2018,12/10/2018,6b2c8639-eb0a-4fe8-88d2-093de5e5e331
2.99,EN,64270336.0,19/07/2015,19/07/2015,f615b64a-ac93-4430-804a-42b9b7bd584d
2.99,EN,151629824.0,5/08/2015,17/08/2015,0a2d8435-be6c-416b-a702-721c71961834
"0.99, 2.99, 8.99, 4.99, 26.99, 44.99, 89.99, 6.99",EN,1260390400.0,9/04/2019,12/07/2019,2123256c-2008-4e71-bfa2-271a6e7ecfe0
,EN,69188608.0,3/02/2017,3/02/2017,78872eaa-a1f6-4697-9afb-8fd23fbbcf73
"0.99, 0.99",EN,28087296.0,14/09/2017,13/05/2018,2a19adeb-a2a9-4003-bac1-14b28590e948
,EN,11337728.0,1/04/2015,17/05/2015,4b378fcf-5459-46a7-8cfc-473720fb01fb
0.99,EN,15232000.0,31/07/2014,7/08/2017,e18b7e66-f9fe-48db-965f-4b76c139045c
,EN,89412608.0,28/06/2019,10/07/2019,3e1550db-adc0-48e4-8dcb-7a87e77a97b9
,EN,46836736.0,6/12/2018,4/06/2019,6665d4b8-14ca-4566-8566-80bbb13824ac
,EN,12750848.0,18/05/2012,10/08/2013,c031ca98-626c-42bc-af6b-486b80cdb663
"0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99",EN,754333696.0,19/05/2016,28/05/2017,8c0c68cf-41f6-4bfe-acd6-7165c747c86e
0,"EN, JA",21966848.0,10/11/2011,13/11/2014,45d0626b-3033-4843-b254-ffe9c60a47b2
"0.99, 3.99, 0.99, 1.99",EN,168767488.0,21/02/2013,11/04/2014,8affa632-e441-462f-8833-533f2d5184a7
,EN,23252992.0,7/10/2017,7/10/2017,123570ec-a1ab-403c-84ee-c44f6959c001
0.99,EN,131747840.0,28/08/2015,13/09/2015,e59b695e-de98-444d-82a9-f9f4a0a6be5e
"0.99, 1.99, 0.99, 2.99, 2.99, 0.99, 0.99, 3.99, 1.99","EN, ZH",30019584.0,30/04/2015,30/04/2015,e881b3e3-0212-45ca-9d55-f14886f765c8
,EN,96567296.0,10/03/2015,10/03/2015,1766a55d-22b2-4cde-9917-aa6e59807531
,EN,5316608.0,15/06/2016,15/06/2016,d75d4104-498d-4cb4-a93b-b899742d222e
"0.99, 1.99, 4.99",EN,52775936.0,16/08/2013,29/09/2017,421097e6-f2fb-4fba-b889-f373174f3f15
2.99,EN,185362432.0,29/11/2017,25/10/2018,77dcc463-7d4a-4983-8155-159af6ca84c2
0.99,EN,51621888.0,15/10/2014,27/09/2018,999cd066-bac8-4d18-b7c9-9b7376d15e21
"0.99, 0.99, 0.99, 0.99, 4.99, 4.99, 4.99, 4.99, 0.99, 4.99","NL, EN, FR, DE, IT, JA, KO, PT, RU, ZH, ES, TH, ZH, VI",181716992.0,12/10/2018,1/02/2019,2ec39474-f381-4804-9ebe-78df268d7a00
,EN,16651264.0,31/07/2019,31/07/2019,c106c247-3cc2-4db6-a865-a5381386344a
"0.99, 1.99, 0.99, 0.99, 2.99, 1.99",EN,100673536.0,6/06/2015,20/06/2017,4749961b-3a51-4ae6-a1d4-9e37105dcba0
,EN,66524160.0,18/09/2010,30/10/2017,19529f98-7e86-4185-885e-20b30ecf84a0
,"NL, EN, FR, DE, RU, ZH, ES, ZH",5702656.0,7/08/2014,7/03/2018,133ea287-dc41-4dcf-a507-754dbf226b34
,EN,123085824.0,13/05/2019,13/05/2019,6c2a121b-5a34-4067-b4f6-f40c54c39205
"2.99, 3.99, 2.99, 2.99, 1.99, 3.99, 3.99, 2.99, 1.99, 1.99","EN, JA, ZH",18794496.0,6/04/2016,14/03/2019,8571bd89-8011-49a4-afe0-ff1843f9868d
